105	WS
108	WS
133	WS
148	WS
174	WS
183	WS
203	WS
215	WS
234	WS
241	WS
277	WS
287	WS
300	WS
311	WS
329	WS
358	WS
386	WS
400	WS
412	WS
520	WS
566	WS
610	WS
625	WS
649	WS
672	WS
676	WS
687	WS
708	WS
710	WS
724	WS
736	WS
750	WS
824	WS
871	WS
883	WS
933	WS
965	WS
981	WS
1167	WS
1174	WS
1239	WS
1276	WS
1292	WS
1310	WS
1335	WS
1512	WS
1540	WS
7	WS
48	WS
118	WS
134	WS
238	WS
264	WS
284	WS
302	WS
315	WS
323	WS
328	WS
350	WS
357	WS
495	WS
522	WS
560	WS
578	WS
593	WS
607	WS
622	WS
678	WS
691	WS
727	WS
797	WS
860	WS
902	WS
935	WS
948	WS
956	WS
970	WS
984	WS
1009	WS
1055	WS
1073	WS
1081	WS
1112	WS
1116	WS
1139	WS
1177	WS
1223	WS
1293	WS
1359	WS
1378	WS
1394	WS
1399	WS
1457	WS
1477	WS
1505	WS
1526	WS
1541	WS
1658	WS
1671	WS
1686	WS
1693	WS
1694	WS
1709	WS
1717	WS
1725	WS
1733	WS
1753	WS
1763	WS
1768	WS
1775	WS
1803	WS
1846	WS
1849	WS
1856	WS
1869	WS
1875	WS
1884	WS
1894	WS
1936	WS
1942	WS
1951	WS
1955	WS
1967	WS
1978	WS
2005	WS
2055	WS
2059	WS
729	WS
733	WS
971	WS
1033	WS
1070	WS
1099	WS
1127	WS
1137	WS
1166	WS
1178	WS
1197	WS
1205	WS
1435	WS
1459	WS
1479	WS
1498	WS
1530	WS
1535	WS
1585	WS
1601	WS
1623	WS
1654	WS
1668	WS
1767	WS
1781	WS
1790	WS
1815	WS
1830	WS
1841	WS
1859	WS
1865	WS
14	WS
38	WS
89	WS
111	WS
145	WS
177	WS
204	WS
224	WS
256	WS
285	WS
330	WS
369	WS
394	WS
407	WS
444	WS
470	WS
476	WS
494	WS
514	WS
517	WS
534	WS
554	WS
598	WS
629	WS
657	WS
673	WS
693	WS
713	WS
732	WS
740	WS
765	WS
793	WS
811	WS
844	WS
852	WS
862	WS
892	WS
923	WS
938	WS
946	WS
958	WS
994	WS
1002	WS
1008	WS
1040	WS
1072	WS
1075	WS
1094	WS
1125	WS
1129	WS
1136	WS
1154	WS
1159	WS
1195	WS
1215	WS
1274	WS
1296	WS
1313	WS
1332	WS
1351	WS
1368	WS
1380	WS
1405	WS
1414	WS
1513	WS
1548	WS
1553	WS
151	WS
197	WS
265	WS
327	WS
356	WS
592	WS
738	WS
773	WS
783	WS
798	WS
817	WS
867	WS
885	WS
905	WS
912	WS
943	WS
991	WS
1001	WS
1045	WS
1320	WS
1402	WS
1410	WS
1420	WS
1438	WS
1455	WS
1467	WS
1492	WS
1543	WS
1580	WS
1593	WS
1610	WS
1615	WS
1625	WS
1822	WS
1835	WS
1840	WS
1892	WS
1912	WS
1921	WS
1958	WS
1961	WS
1975	WS
1993	WS
2016	WS
2034	WS
2047	WS
2054	WS
2062	WS
2117	WS
2160	WS
2167	WS
2169	WS
2174	WS
2176	WS
2187	WS
2189	WS
2190	WS
2194	WS
2197	WS
2209	WS
2226	WS
2262	WS
2278	WS
2284	WS
2298	WS
2311	WS
2320	WS
2322	WS
2325	WS
2335	WS
2349	WS
2371	WS
2372	WS
2374	WS
2381	WS
2384	WS
2390	WS
2393	WS
2397	WS
2401	WS
2404	WS
2413	WS
2417	WS
2426	WS
2434	WS
2438	WS
2443	WS
2451	WS
2453	WS
2459	WS
2463	WS
2476	WS
2483	WS
2484	WS
2491	WS
2500	WS
2504	WS
2506	WS
2509	WS
2514	WS
2516	WS
2521	WS
2523	WS
2530	WS
2540	WS
2543	WS
2549	WS
2555	WS
2557	WS
2561	WS
2566	WS
2569	WS
2572	WS
2574	WS
2580	WS
2584	WS
2585	WS
2587	WS
2588	WS
2590	WS
2592	WS
2600	WS
2604	WS
2606	WS
2617	WS
2620	WS
2621	WS
2622	WS
2626	WS
2628	WS
2629	WS
2630	WS
2632	WS
2633	WS
2635	WS
2638	WS
2640	WS
2642	WS
2646	WS
2648	WS
2651	WS
2654	WS
2655	WS
2657	WS
2658	WS
2659	WS
2661	WS
2663	WS
2664	WS
2665	WS
2667	WS
2669	WS
2673	WS
2675	WS
2679	WS
2682	WS
2683	WS
2687	WS
2688	WS
2690	WS
2693	WS
2696	WS
2698	WS
2700	WS
2703	WS
2704	WS
2707	WS
2709	WS
2710	WS
2712	WS
2714	WS
2725	WS
2726	WS
2727	WS
2730	WS
2732	WS
2736	WS
2738	WS
2741	WS
2753	WS
1	WS
63	WS
87	WS
104	WS
168	WS
242	WS
267	WS
280	WS
301	WS
364	WS
377	WS
446	WS
454	WS
456	WS
485	WS
521	WS
541	WS
685	WS
3	WS
46	WS
84	WS
102	WS
113	WS
147	WS
176	WS
198	WS
268	WS
289	WS
295	WS
313	WS
335	WS
401	WS
424	WS
480	WS
562	WS
638	WS
645	WS
664	WS
680	WS
838	WS
864	WS
882	WS
893	WS
911	WS
968	WS
993	WS
1019	WS
1064	WS
1150	WS
1156	WS
1179	WS
1183	WS
1222	WS
1234	WS
1272	WS
1333	WS
1348	WS
1407	WS
1413	WS
1452	WS
1532	WS
1533	WS
1545	WS
1565	WS
1570	WS
1611	WS
1628	WS
1633	WS
1641	WS
1667	WS
1695	WS
1722	WS
1755	WS
1810	WS
1819	WS
1827	WS
1831	WS
1871	WS
1883	WS
1963	WS
1985	WS
1989	WS
2001	WS
2004	WS
2026	WS
2050	WS
2069	WS
2075	WS
2081	WS
2106	WS
2116	WS
2120	WS
2125	WS
2131	WS
2151	WS
2163	WS
2166	WS
2172	WS
2179	WS
2192	WS
2203	WS
2206	WS
2234	WS
2235	WS
2242	WS
2252	WS
2279	WS
2285	WS
2288	WS
2295	WS
2303	WS
2321	WS
2326	WS
2343	WS
2351	WS
2355	WS
2357	WS
2358	WS
2362	WS
2376	WS
2392	WS
2399	WS
2406	WS
2409	WS
2452	WS
2466	WS
2468	WS
2469	WS
2474	WS
2480	WS
2485	WS
2489	WS
2510	WS
2522	WS
2534	WS
210	WS
225	WS
250	WS
252	WS
258	WS
296	WS
717	WS
791	WS
812	WS
1047	WS
1067	WS
1097	WS
1109	WS
8	WS
85	WS
175	WS
338	WS
429	WS
529	WS
601	WS
747	WS
758	WS
770	WS
786	WS
792	WS
821	WS
857	WS
872	WS
879	WS
887	WS
909	WS
913	WS
926	WS
944	WS
963	WS
980	WS
986	WS
1011	WS
1025	WS
1085	WS
1207	WS
1213	WS
1266	WS
1282	WS
1298	WS
1316	WS
1325	WS
1345	WS
1376	WS
1382	WS
1403	WS
1412	WS
1425	WS
1482	WS
1519	WS
1527	WS
1536	WS
1561	WS
1644	WS
1656	WS
1661	WS
1672	WS
1680	WS
1691	WS
1702	WS
1720	WS
1734	WS
1777	WS
1797	WS
1812	WS
1829	WS
1842	WS
1858	WS
1874	WS
1881	WS
1898	WS
1920	WS
1930	WS
1935	WS
1946	WS
2012	WS
2029	WS
2031	WS
2043	WS
2052	WS
2064	WS
2096	WS
2103	WS
2104	WS
2112	WS
2124	WS
2146	WS
2159	WS
2161	WS
2177	WS
2191	WS
2201	WS
2207	WS
2210	WS
2217	WS
2223	WS
2229	WS
2237	WS
2247	WS
2258	WS
2261	WS
2265	WS
2267	WS
2271	WS
2273	WS
2275	WS
2292	WS
2308	WS
2316	WS
2319	WS
2323	WS
2350	WS
2360	WS
2368	WS
2370	WS
2375	WS
2379	WS
2380	WS
2383	WS
2388	WS
2391	WS
2411	WS
2415	WS
2418	WS
2419	WS
2420	WS
2421	WS
2422	WS
2424	WS
2427	WS
2431	WS
2433	WS
2437	WS
2440	WS
2446	WS
2449	WS
2458	WS
2465	WS
2481	WS
2490	WS
2497	WS
2499	WS
2505	WS
2507	WS
2508	WS
2511	WS
2512	WS
2513	WS
2517	WS
2529	WS
2537	WS
2539	WS
2544	WS
2547	WS
2548	WS
2550	WS
2552	WS
2554	WS
2556	WS
2564	WS
2570	WS
2573	WS
2576	WS
2578	WS
2582	WS
2583	WS
2589	WS
2594	WS
2597	WS
2599	WS
2605	WS
2608	WS
2609	WS
2611	WS
2618	WS
2691	WS
2750	WS
2751	WS
17	WS
61	WS
94	WS
121	WS
126	WS
193	WS
218	WS
223	WS
247	WS
266	WS
304	WS
336	WS
363	WS
388	WS
434	WS
442	WS
453	WS
468	WS
472	WS
556	WS
621	WS
647	WS
666	WS
692	WS
695	WS
730	WS
734	WS
739	WS
754	WS
763	WS
775	WS
785	WS
796	WS
804	WS
814	WS
850	WS
856	WS
865	WS
881	WS
890	WS
924	WS
925	WS
937	WS
949	WS
955	WS
983	WS
1018	WS
1063	WS
1079	WS
1124	WS
1134	WS
1169	WS
1184	WS
1201	WS
1273	WS
1939	WS
11	WS
40	WS
70	WS
110	WS
307	WS
341	WS
361	WS
392	WS
436	WS
443	WS
463	WS
487	WS
528	WS
563	WS
587	WS
627	WS
635	WS
688	WS
704	WS
746	WS
941	WS
953	WS
1005	WS
1117	WS
1198	WS
1214	WS
1281	WS
1566	WS
1637	WS
1659	WS
1705	WS
1713	WS
1726	WS
1737	WS
1748	WS
1782	WS
1795	WS
1807	WS
1823	WS
1833	WS
1848	WS
1852	WS
1870	WS
1888	WS
1903	WS
1904	WS
1916	WS
1984	WS
1994	WS
2010	WS
2018	WS
2039	WS
2046	WS
2051	WS
2056	WS
2057	WS
2061	WS
2071	WS
2072	WS
2079	WS
2088	WS
2102	WS
2105	WS
2107	WS
2130	WS
2180	WS
2186	WS
2193	WS
2198	WS
2211	WS
2216	WS
2224	WS
2233	WS
2238	WS
2246	WS
2255	WS
2266	WS
2274	WS
2276	WS
2283	WS
2291	WS
2342	WS
2353	WS
2359	WS
2364	WS
47	WS
100	WS
137	WS
359	WS
643	WS
816	WS
846	WS
869	WS
897	WS
900	WS
1089	WS
1172	WS
1199	WS
1240	WS
1265	WS
1304	WS
1307	WS
1326	WS
1341	WS
1369	WS
1391	WS
1395	WS
1397	WS
1469	WS
1563	WS
1662	WS
1682	WS
1697	WS
1707	WS
1724	WS
1740	WS
1752	WS
1765	WS
1772	WS
1780	WS
1794	WS
1832	WS
9	WS
20	WS
41	WS
74	WS
125	WS
154	WS
165	WS
230	WS
263	WS
310	WS
606	WS
656	WS
694	WS
33	WS
51	WS
59	WS
149	WS
184	WS
194	WS
220	WS
221	WS
232	WS
273	WS
283	WS
306	WS
316	WS
324	WS
362	WS
435	WS
449	WS
475	WS
486	WS
501	WS
536	WS
555	WS
585	WS
631	WS
716	WS
741	WS
800	WS
825	WS
886	WS
936	WS
961	WS
1016	WS
1155	WS
1170	WS
1186	WS
1190	WS
1220	WS
1247	WS
1271	WS
1287	WS
1303	WS
1324	WS
1328	WS
1342	WS
1353	WS
1371	WS
1392	WS
1430	WS
1445	WS
1462	WS
1618	WS
1660	WS
1688	WS
1719	WS
1729	WS
16	WS
21	WS
65	WS
97	WS
124	WS
139	WS
172	WS
187	WS
355	WS
375	WS
395	WS
405	WS
431	WS
467	WS
489	WS
538	WS
557	WS
576	WS
596	WS
616	WS
639	WS
749	WS
768	WS
795	WS
818	WS
847	WS
874	WS
884	WS
914	WS
934	WS
962	WS
985	WS
1014	WS
1044	WS
1066	WS
1087	WS
1096	WS
1193	WS
1242	WS
1270	WS
1283	WS
1294	WS
1340	WS
1367	WS
1384	WS
1422	WS
1427	WS
1547	WS
1551	WS
1571	WS
1581	WS
1603	WS
1629	WS
1643	WS
1666	WS
1685	WS
1706	WS
1723	WS
1731	WS
1735	WS
1747	WS
1769	WS
1783	WS
1791	WS
1809	WS
1824	WS
1868	WS
1893	WS
1905	WS
1918	WS
1925	WS
1933	WS
1952	WS
1962	WS
1970	WS
1973	WS
1976	WS
1987	WS
1991	WS
1996	WS
2009	WS
2027	WS
10	WS
23	WS
39	WS
60	WS
77	WS
123	WS
157	WS
167	WS
205	WS
233	WS
253	WS
274	WS
288	WS
308	WS
340	WS
342	WS
371	WS
391	WS
408	WS
432	WS
474	WS
484	WS
519	WS
544	WS
565	WS
591	WS
618	WS
675	WS
790	WS
921	WS
931	WS
